QUOTE_READTIME,CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,INFLATION%,PRICECLOSE,ROI %,y
2022-03-14 13:30:00,426.0 2022-03-18,417.42,3/18/2022,4.1,0.27768,0.02346,0.16098,-0.50219,0.0153,0.29778,2609,2.39,426,0.021,8.58,0.8,9.67,304.602510460251,2.0
2022-03-14 13:30:00,427.0 2022-03-18,417.42,3/18/2022,4.1,0.25317,0.02257,0.15379,-0.47283,0.01365,0.29562,2194,2.1,427,0.023,9.58,0.8,8.69,313.80952380952374,2.0
2022-03-14 13:30:00,428.0 2022-03-18,417.42,3/18/2022,4.1,0.22951,0.02156,0.14563,-0.44258,0.01246,0.29314,2130,1.84,428,0.025,10.58,0.8,8.05,337.5,2.0
2022-03-14 13:30:00,429.0 2022-03-18,417.42,3/18/2022,4.1,0.20752,0.02044,0.13785,-0.41311,0.01073,0.29166,2186,1.6,429,0.028,11.58,0.8,7.14,346.24999999999994,2.0
2022-03-14 13:30:00,430.0 2022-03-18,417.42,3/18/2022,4.1,0.18646,0.0193,0.12858,-0.38079,0.0097,0.28895,8637,1.38,430,0.03,12.58,0.8,6.67,383.33333333333337,2.0
2022-03-14 13:30:00,431.0 2022-03-18,417.42,3/18/2022,4.1,0.1677,0.01815,0.12033,-0.35151,0.00889,0.28784,1463,1.21,431,0.033,13.58,0.8,5.77,376.8595041322314,2.0
2022-03-14 13:30:00,432.0 2022-03-18,417.42,3/18/2022,4.1,0.14864,0.01691,0.1113,-0.3212,0.00766,0.28657,1262,1.03,432,0.035,14.58,0.8,5.27,411.6504854368931,2.0
2022-03-14 13:30:00,433.0 2022-03-18,417.42,3/18/2022,4.1,0.1329,0.0156,0.10343,-0.29451,0.00768,0.28624,1586,0.9,433,0.037,15.58,0.8,4.54,404.44444444444446,2.0
2022-03-14 13:30:00,434.0 2022-03-18,417.42,3/18/2022,4.1,0.1171,0.01441,0.09467,-0.26628,0.00626,0.28492,1476,0.78,434,0.04,16.58,0.8,3.92,402.56410256410254,2.0
2022-03-14 13:30:00,435.0 2022-03-18,417.42,3/18/2022,4.1,0.10315,0.01321,0.08687,-0.23993,0.00603,0.28448,2839,0.66,435,0.042,17.58,0.8,3.35,407.5757575757575,2.0
2022-03-14 14:00:00,418.0 2022-03-18,416.7,3/18/2022,4.08,0.46875,0.02567,0.19039,-0.65871,0.02477,0.32398,2770,5.47,418,0.003,1.3,0.8,16.46,200.91407678244977,2.0
2022-03-14 14:00:00,419.0 2022-03-18,416.7,3/18/2022,4.08,0.44267,0.02569,0.18915,-0.64744,0.02352,0.32165,3470,4.96,419,0.006,2.3,0.8,15.33,209.0725806451613,2.0
2022-03-14 14:00:00,420.0 2022-03-18,416.7,3/18/2022,4.08,0.41647,0.0257,0.18609,-0.63304,0.02142,0.31811,9153,4.51,420,0.008,3.3,0.8,15.0,232.59423503325945,2.0
2022-03-14 14:00:00,421.0 2022-03-18,416.7,3/18/2022,4.08,0.39026,0.02552,0.18382,-0.61607,0.02062,0.31475,4634,4.05,421,0.01,4.3,0.8,13.74,239.2592592592593,2.0
2022-03-14 14:00:00,422.0 2022-03-18,416.7,3/18/2022,4.08,0.36334,0.02513,0.17946,-0.59631,0.01937,0.31204,3671,3.7,422,0.013,5.3,0.8,13.11,254.32432432432427,2.0
2022-03-14 14:00:00,423.0 2022-03-18,416.7,3/18/2022,4.08,0.33762,0.02471,0.1749,-0.5734,0.0176,0.30924,4668,3.35,423,0.015,6.3,0.8,11.94,256.4179104477612,2.0
2022-03-14 14:00:00,424.0 2022-03-18,416.7,3/18/2022,4.08,0.31247,0.02418,0.16956,-0.54902,0.01618,0.30689,3599,2.94,424,0.018,7.3,0.8,11.1,277.55102040816325,2.0
2022-03-14 14:00:00,425.0 2022-03-18,416.7,3/18/2022,4.08,0.28664,0.0234,0.16315,-0.52259,0.01482,0.30427,5781,2.59,425,0.02,8.3,0.8,11.1,328.57142857142856,2.0
2022-03-14 14:00:00,426.0 2022-03-18,416.7,3/18/2022,4.08,0.26209,0.02261,0.15584,-0.49245,0.01361,0.30122,3042,2.25,426,0.022,9.3,0.8,9.67,329.7777777777778,2.0
2022-03-14 14:00:00,427.0 2022-03-18,416.7,3/18/2022,4.08,0.23896,0.02169,0.14875,-0.46388,0.01237,0.29875,3328,1.99,427,0.025,10.3,0.8,8.69,336.6834170854271,2.0
2022-03-14 14:00:00,428.0 2022-03-18,416.7,3/18/2022,4.08,0.21687,0.02071,0.13999,-0.43132,0.01175,0.29644,3010,1.77,428,0.027,11.3,0.8,8.05,354.80225988700573,2.0
2022-03-14 14:00:00,429.0 2022-03-18,416.7,3/18/2022,4.08,0.19578,0.0196,0.13263,-0.40176,0.01064,0.29471,2347,1.62,429,0.03,12.3,0.8,7.14,340.74074074074065,2.0
2022-03-14 14:00:00,430.0 2022-03-18,416.7,3/18/2022,4.08,0.17524,0.01839,0.12343,-0.37057,0.00961,0.29307,9318,1.31,430,0.032,13.3,0.8,6.67,409.1603053435114,2.0
2022-03-14 14:00:00,431.0 2022-03-18,416.7,3/18/2022,4.08,0.1575,0.01724,0.11557,-0.34093,0.00817,0.29214,1547,1.15,431,0.034,14.3,0.8,5.77,401.7391304347826,2.0
2022-03-14 14:00:00,432.0 2022-03-18,416.7,3/18/2022,4.08,0.14107,0.01603,0.10739,-0.31285,0.0079,0.29116,1333,0.97,432,0.037,15.3,0.8,5.27,443.2989690721649,2.0
2022-03-14 14:00:00,433.0 2022-03-18,416.7,3/18/2022,4.08,0.12508,0.0148,0.09881,-0.28346,0.00654,0.28952,1624,0.91,433,0.039,16.3,0.8,4.54,398.9010989010989,2.0
2022-03-14 14:00:00,434.0 2022-03-18,416.7,3/18/2022,4.08,0.11058,0.01367,0.09031,-0.25826,0.00635,0.28975,1526,0.72,434,0.042,17.3,0.8,3.92,444.44444444444446,2.0
2022-03-14 14:00:00,435.0 2022-03-18,416.7,3/18/2022,4.08,0.09728,0.0125,0.0827,-0.2319,0.00508,0.28827,3043,0.63,435,0.044,18.3,0.8,3.35,431.74603174603175,2.0
2022-03-14 14:30:00,418.0 2022-03-18,415.92,3/18/2022,4.06,0.44916,0.02552,0.1889,-0.65813,0.02366,0.32527,3187,5.16,418,0.005,2.08,0.8,16.46,218.9922480620155,2.0
2022-03-14 14:30:00,419.0 2022-03-18,415.92,3/18/2022,4.06,0.42275,0.02553,0.18612,-0.64599,0.02223,0.32299,4084,4.69,419,0.007,3.08,0.8,15.33,226.86567164179104,2.0
2022-03-14 14:30:00,420.0 2022-03-18,415.92,3/18/2022,4.06,0.39713,0.02533,0.18341,-0.63067,0.02054,0.32042,10236,4.18,420,0.01,4.08,0.8,15.0,258.85167464114835,2.0
2022-03-14 14:30:00,421.0 2022-03-18,415.92,3/18/2022,4.06,0.37065,0.02506,0.18,-0.61125,0.01893,0.31704,4944,3.83,421,0.012,5.08,0.8,13.74,258.7467362924282,2.0
2022-03-14 14:30:00,422.0 2022-03-18,415.92,3/18/2022,4.06,0.34505,0.02464,0.1752,-0.58859,0.01774,0.3142,4042,3.45,422,0.015,6.08,0.8,13.11,280.0,2.0
2022-03-14 14:30:00,423.0 2022-03-18,415.92,3/18/2022,4.06,0.31971,0.02408,0.17044,-0.56426,0.01665,0.31169,4857,2.99,423,0.017,7.08,0.8,11.94,299.3311036789297,2.0
2022-03-14 14:30:00,424.0 2022-03-18,415.92,3/18/2022,4.06,0.29469,0.02342,0.1642,-0.5381,0.01593,0.30939,3800,2.72,424,0.019,8.08,0.8,11.1,308.08823529411757,2.0
2022-03-14 14:30:00,425.0 2022-03-18,415.92,3/18/2022,4.06,0.27036,0.02271,0.15774,-0.5092,0.01381,0.3059,6190,2.37,425,0.022,9.08,0.8,11.1,368.35443037974676,2.0
2022-03-14 14:30:00,426.0 2022-03-18,415.92,3/18/2022,4.06,0.24658,0.02181,0.15022,-0.48024,0.01265,0.30335,3218,2.1,426,0.024,10.08,0.8,9.67,360.4761904761904,2.0
2022-03-14 14:30:00,427.0 2022-03-18,415.92,3/18/2022,4.06,0.22415,0.02087,0.14242,-0.44931,0.01199,0.30154,4172,1.84,427,0.027,11.08,0.8,8.69,372.28260869565213,2.0
2022-03-14 14:30:00,428.0 2022-03-18,415.92,3/18/2022,4.06,0.20319,0.01981,0.13444,-0.41894,0.01108,0.30012,3039,1.63,428,0.029,12.08,0.8,8.05,393.86503067484665,2.0
2022-03-14 14:30:00,429.0 2022-03-18,415.92,3/18/2022,4.06,0.18298,0.01868,0.12662,-0.38858,0.00955,0.29862,2381,1.44,429,0.031,13.08,0.8,7.14,395.8333333333333,2.0
2022-03-14 14:30:00,430.0 2022-03-18,415.92,3/18/2022,4.06,0.16491,0.01748,0.11812,-0.35869,0.00871,0.29724,9693,1.22,430,0.034,14.08,0.8,6.67,446.7213114754099,2.0
2022-03-14 14:30:00,431.0 2022-03-18,415.92,3/18/2022,4.06,0.14707,0.01629,0.10999,-0.32978,0.00811,0.29631,1742,1.07,431,0.036,15.08,0.8,5.77,439.25233644859804,2.0
2022-03-14 14:30:00,432.0 2022-03-18,415.92,3/18/2022,4.06,0.13165,0.01513,0.1015,-0.30111,0.00676,0.29553,1370,0.93,432,0.039,16.08,0.8,5.27,466.66666666666663,2.0
2022-03-14 14:30:00,433.0 2022-03-18,415.92,3/18/2022,4.06,0.11677,0.01403,0.09353,-0.2754,0.00579,0.29465,1649,0.79,433,0.041,17.08,0.8,4.54,474.6835443037974,2.0
2022-03-14 14:30:00,434.0 2022-03-18,415.92,3/18/2022,4.06,0.10314,0.01281,0.0856,-0.24829,0.00552,0.29334,1554,0.69,434,0.043,18.08,0.8,3.92,468.11594202898556,2.0
2022-03-14 14:30:00,435.0 2022-03-18,415.92,3/18/2022,4.06,0.09081,0.01171,0.07809,-0.22409,0.00487,0.29299,3450,0.6,435,0.046,19.08,0.8,3.35,458.33333333333337,2.0
2022-03-14 15:00:00,418.0 2022-03-18,417.11,3/18/2022,4.04,0.47942,0.02579,0.19033,-0.66498,0.02423,0.32497,3857,5.63,418,0.002,0.89,0.8,16.46,192.36234458259327,2.0
2022-03-14 15:00:00,419.0 2022-03-18,417.11,3/18/2022,4.04,0.45305,0.0258,0.18864,-0.65512,0.02322,0.32157,4520,5.15,419,0.005,1.89,0.8,15.33,197.66990291262135,2.0
2022-03-14 15:00:00,420.0 2022-03-18,417.11,3/18/2022,4.04,0.42671,0.02588,0.18695,-0.64123,0.02188,0.31816,11449,4.64,420,0.007,2.89,0.8,15.0,223.27586206896552,2.0
2022-03-14 15:00:00,421.0 2022-03-18,417.11,3/18/2022,4.04,0.40085,0.02565,0.18436,-0.6267,0.02089,0.31546,5086,4.06,421,0.009,3.89,0.8,13.74,238.42364532019707,2.0
2022-03-14 15:00:00,422.0 2022-03-18,417.11,3/18/2022,4.04,0.37363,0.02541,0.18046,-0.60744,0.01999,0.31275,4256,3.74,422,0.012,4.89,0.8,13.11,250.53475935828874,2.0
2022-03-14 15:00:00,423.0 2022-03-18,417.11,3/18/2022,4.04,0.34829,0.02504,0.17626,-0.58653,0.01812,0.31001,5123,3.35,423,0.014,5.89,0.8,11.94,256.4179104477612,2.0
2022-03-14 15:00:00,424.0 2022-03-18,417.11,3/18/2022,4.04,0.32118,0.02455,0.17089,-0.55975,0.01646,0.30666,4173,2.91,424,0.017,6.89,0.8,11.1,281.44329896907215,2.0
2022-03-14 15:00:00,425.0 2022-03-18,417.11,3/18/2022,4.04,0.2964,0.0238,0.16489,-0.53385,0.01574,0.30386,6664,2.64,425,0.019,7.89,0.8,11.1,320.45454545454544,2.0
2022-03-14 15:00:00,426.0 2022-03-18,417.11,3/18/2022,4.04,0.27152,0.02304,0.15854,-0.50678,0.01406,0.30172,3343,2.26,426,0.021,8.89,0.8,9.67,327.8761061946903,2.0
2022-03-14 15:00:00,427.0 2022-03-18,417.11,3/18/2022,4.04,0.24762,0.02215,0.15137,-0.47679,0.01326,0.29912,4240,2.06,427,0.024,9.89,0.8,8.69,321.8446601941747,2.0
2022-03-14 15:00:00,428.0 2022-03-18,417.11,3/18/2022,4.04,0.22546,0.0212,0.14331,-0.44636,0.01153,0.29752,3172,1.83,428,0.026,10.89,0.8,8.05,339.89071038251365,2.0
2022-03-14 15:00:00,429.0 2022-03-18,417.11,3/18/2022,4.04,0.20336,0.02007,0.1351,-0.41589,0.01111,0.2958,2492,1.55,429,0.029,11.89,0.8,7.14,360.64516129032256,2.0
2022-03-14 15:00:00,430.0 2022-03-18,417.11,3/18/2022,4.04,0.18267,0.01892,0.12652,-0.38484,0.00988,0.29413,10686,1.38,430,0.031,12.89,0.8,6.67,383.33333333333337,2.0
2022-03-14 15:00:00,431.0 2022-03-18,417.11,3/18/2022,4.04,0.16455,0.01778,0.11777,-0.35434,0.00855,0.29255,1836,1.2,431,0.033,13.89,0.8,5.77,380.83333333333337,2.0
2022-03-14 15:00:00,432.0 2022-03-18,417.11,3/18/2022,4.04,0.14716,0.01655,0.10984,-0.32562,0.00811,0.29116,1714,1.04,432,0.036,14.89,0.8,5.27,406.73076923076917,2.0
2022-03-14 15:00:00,433.0 2022-03-18,417.11,3/18/2022,4.04,0.13071,0.01534,0.10098,-0.29618,0.00678,0.29056,1791,0.88,433,0.038,15.89,0.8,4.54,415.90909090909093,2.0
2022-03-14 15:00:00,434.0 2022-03-18,417.11,3/18/2022,4.04,0.1166,0.01415,0.09307,-0.27026,0.00609,0.29014,1589,0.77,434,0.04,16.89,0.8,3.92,409.09090909090907,2.0
2022-03-14 15:00:00,435.0 2022-03-18,417.11,3/18/2022,4.04,0.10286,0.01292,0.08519,-0.24447,0.00522,0.29006,3675,0.66,435,0.043,17.89,0.8,3.35,407.5757575757575,2.0
2022-03-14 15:30:00,418.0 2022-03-18,417.17,3/18/2022,4.02,0.48097,0.02606,0.18928,-0.66029,0.02419,0.32197,5185,5.71,418,0.002,0.83,0.8,16.46,188.26619964973733,2.0
2022-03-14 15:30:00,419.0 2022-03-18,417.17,3/18/2022,4.02,0.4547,0.02614,0.18856,-0.6504,0.02363,0.31909,4999,5.1,419,0.004,1.83,0.8,15.33,200.58823529411768,2.0
2022-03-14 15:30:00,420.0 2022-03-18,417.17,3/18/2022,4.02,0.42717,0.02618,0.18646,-0.63692,0.02169,0.31546,12860,4.68,420,0.007,2.83,0.8,15.0,220.51282051282053,2.0
2022-03-14 15:30:00,421.0 2022-03-18,417.17,3/18/2022,4.02,0.40053,0.02609,0.18391,-0.6208,0.02031,0.31193,5412,4.21,421,0.009,3.83,0.8,13.74,226.36579572446558,2.0
2022-03-14 15:30:00,422.0 2022-03-18,417.17,3/18/2022,4.02,0.37351,0.02577,0.18044,-0.60149,0.01976,0.30907,4356,3.71,422,0.012,4.83,0.8,13.11,253.36927223719675,2.0
2022-03-14 15:30:00,423.0 2022-03-18,417.17,3/18/2022,4.02,0.3469,0.02534,0.17559,-0.57909,0.01811,0.30575,5403,3.39,423,0.014,5.83,0.8,11.94,252.21238938053094,2.0
2022-03-14 15:30:00,424.0 2022-03-18,417.17,3/18/2022,4.02,0.32061,0.02482,0.16977,-0.55398,0.01708,0.30352,4308,2.96,424,0.016,6.83,0.8,11.1,275.0,2.0
2022-03-14 15:30:00,425.0 2022-03-18,417.17,3/18/2022,4.02,0.29476,0.02421,0.16387,-0.5271,0.01534,0.30079,7107,2.64,425,0.019,7.83,0.8,11.1,320.45454545454544,2.0
2022-03-14 15:30:00,426.0 2022-03-18,417.17,3/18/2022,4.02,0.26962,0.0233,0.15724,-0.49824,0.01436,0.29805,3522,2.33,426,0.021,8.83,0.8,9.67,315.0214592274678,2.0
2022-03-14 15:30:00,427.0 2022-03-18,417.17,3/18/2022,4.02,0.24548,0.0224,0.14998,-0.46852,0.01302,0.29544,4274,2.01,427,0.024,9.83,0.8,8.69,332.3383084577115,2.0
2022-03-14 15:30:00,428.0 2022-03-18,417.17,3/18/2022,4.02,0.2223,0.0214,0.14182,-0.43751,0.01185,0.29291,3204,1.79,428,0.026,10.83,0.8,8.05,349.72067039106145,2.0
2022-03-14 15:30:00,429.0 2022-03-18,417.17,3/18/2022,4.02,0.20037,0.02025,0.13352,-0.4065,0.01035,0.29137,2539,1.67,429,0.028,11.83,0.8,7.14,327.5449101796407,2.0
2022-03-14 15:30:00,430.0 2022-03-18,417.17,3/18/2022,4.02,0.18004,0.01904,0.12506,-0.37507,0.00999,0.28943,11579,1.36,430,0.031,12.83,0.8,6.67,390.44117647058823,2.0
2022-03-14 15:30:00,431.0 2022-03-18,417.17,3/18/2022,4.02,0.16072,0.01784,0.11668,-0.34485,0.00841,0.2881,2423,1.16,431,0.033,13.83,0.8,5.77,397.4137931034483,2.0
2022-03-14 15:30:00,432.0 2022-03-18,417.17,3/18/2022,4.02,0.14292,0.01654,0.10755,-0.31486,0.00796,0.28664,1830,0.97,432,0.036,14.83,0.8,5.27,443.2989690721649,2.0
2022-03-14 15:30:00,433.0 2022-03-18,417.17,3/18/2022,4.02,0.12719,0.01528,0.09904,-0.28825,0.00631,0.28667,1815,0.88,433,0.038,15.83,0.8,4.54,415.90909090909093,2.0
2022-03-14 15:30:00,434.0 2022-03-18,417.17,3/18/2022,4.02,0.11316,0.01404,0.09123,-0.26061,0.00634,0.28626,1626,0.72,434,0.04,16.83,0.8,3.92,444.44444444444446,2.0
2022-03-14 15:30:00,435.0 2022-03-18,417.17,3/18/2022,4.02,0.09864,0.01287,0.08299,-0.23413,0.00577,0.28459,4004,0.63,435,0.043,17.83,0.8,3.35,431.74603174603175,2.0
2022-03-14 16:00:00,418.0 2022-03-18,416.98,3/18/2022,4.0,0.47504,0.02652,0.18872,-0.64979,0.02372,0.31618,5926,5.48,418,0.002,1.02,0.8,16.46,200.36496350364962,2.0
2022-03-14 16:00:00,419.0 2022-03-18,416.98,3/18/2022,4.0,0.44798,0.02663,0.18804,-0.63953,0.02256,0.31337,5480,4.92,419,0.005,2.02,0.8,15.33,211.58536585365852,2.0
2022-03-14 16:00:00,420.0 2022-03-18,416.98,3/18/2022,4.0,0.42064,0.02662,0.18581,-0.62557,0.02156,0.31083,13939,4.44,420,0.007,3.02,0.8,15.0,237.8378378378378,2.0
2022-03-14 16:00:00,421.0 2022-03-18,416.98,3/18/2022,4.0,0.3938,0.02639,0.18214,-0.61036,0.02034,0.30844,5614,4.01,421,0.01,4.02,0.8,13.74,242.64339152119706,2.0
2022-03-14 16:00:00,422.0 2022-03-18,416.98,3/18/2022,4.0,0.36653,0.026,0.17879,-0.59033,0.01911,0.30461,4481,3.56,422,0.012,5.02,0.8,13.11,268.2584269662921,2.0
2022-03-14 16:00:00,423.0 2022-03-18,416.98,3/18/2022,4.0,0.33931,0.02555,0.17398,-0.56783,0.01733,0.30203,5866,3.16,423,0.014,6.02,0.8,11.94,277.8481012658228,2.0
2022-03-14 16:00:00,424.0 2022-03-18,416.98,3/18/2022,4.0,0.31331,0.02493,0.1682,-0.54272,0.01632,0.29976,5624,2.83,424,0.017,7.02,0.8,11.1,292.226148409894,2.0
2022-03-14 16:00:00,425.0 2022-03-18,416.98,3/18/2022,4.0,0.28707,0.02417,0.1619,-0.51599,0.01458,0.29765,8445,2.52,425,0.019,8.02,0.8,11.1,340.4761904761904,2.0
2022-03-14 16:00:00,426.0 2022-03-18,416.98,3/18/2022,4.0,0.26197,0.02334,0.15459,-0.48602,0.01385,0.29473,4194,2.18,426,0.022,9.02,0.8,9.67,343.5779816513761,2.0
2022-03-14 16:00:00,427.0 2022-03-18,416.98,3/18/2022,4.0,0.23853,0.02237,0.14725,-0.45653,0.01224,0.2927,4433,1.92,427,0.024,10.02,0.8,8.69,352.6041666666667,2.0
2022-03-14 16:00:00,428.0 2022-03-18,416.98,3/18/2022,4.0,0.21553,0.02125,0.13894,-0.42512,0.01086,0.29002,3422,1.66,428,0.026,11.02,0.8,8.05,384.93975903614466,2.0
2022-03-14 16:00:00,429.0 2022-03-18,416.98,3/18/2022,4.0,0.19334,0.02011,0.1298,-0.3922,0.01037,0.28766,2641,1.46,429,0.029,12.02,0.8,7.14,389.04109589041093,2.0
2022-03-14 16:00:00,430.0 2022-03-18,416.98,3/18/2022,4.0,0.17321,0.01884,0.12137,-0.36058,0.00919,0.28638,12591,1.23,430,0.031,13.02,0.8,6.67,442.2764227642277,2.0
2022-03-14 16:00:00,431.0 2022-03-18,416.98,3/18/2022,4.0,0.1541,0.01755,0.11264,-0.32984,0.00843,0.28496,2486,1.07,431,0.034,14.02,0.8,5.77,439.25233644859804,2.0
2022-03-14 16:00:00,432.0 2022-03-18,416.98,3/18/2022,4.0,0.13669,0.01624,0.10367,-0.30141,0.00732,0.28407,2047,0.93,432,0.036,15.02,0.8,5.27,466.66666666666663,2.0
2022-03-14 16:00:00,433.0 2022-03-18,416.98,3/18/2022,4.0,0.11984,0.01495,0.09534,-0.27095,0.00674,0.28164,1882,0.8,433,0.038,16.02,0.8,4.54,467.5,2.0
2022-03-14 16:00:00,434.0 2022-03-18,416.98,3/18/2022,4.0,0.10592,0.01374,0.08758,-0.24532,0.00522,0.28133,1667,0.67,434,0.041,17.02,0.8,3.92,485.0746268656716,2.0
2022-03-14 16:00:00,435.0 2022-03-18,416.98,3/18/2022,4.0,0.09318,0.01253,0.07953,-0.22107,0.00516,0.28148,4369,0.57,435,0.043,18.02,0.8,3.35,487.71929824561414,2.0
2022-03-15 09:30:00,418.0 2022-03-18,419.95,3/18/2022,3.27,0.50937,0.02517,0.17058,-0.64504,0.01744,0.40154,4,6.82,418,0.005,-1.95,0.8,16.46,141.34897360703812,2.0
2022-03-15 09:30:00,419.0 2022-03-18,419.95,3/18/2022,3.27,0.48422,0.02528,0.17048,-0.64263,0.01666,0.39583,1,6.05,419,0.002,-0.95,0.8,15.33,153.3884297520661,2.0
2022-03-15 09:30:00,420.0 2022-03-18,419.95,3/18/2022,3.27,0.45785,0.02506,0.16977,-0.64371,0.01656,0.39326,13,5.64,420,0.0,0.05,0.8,15.0,165.95744680851064,2.0
2022-03-15 09:30:00,421.0 2022-03-18,419.95,3/18/2022,3.27,0.43192,0.02517,0.16914,-0.62822,0.01589,0.38478,12,5.09,421,0.003,1.05,0.8,13.74,169.9410609037328,2.0
2022-03-15 09:30:00,422.0 2022-03-18,419.95,3/18/2022,3.27,0.40539,0.02501,0.16699,-0.61668,0.01485,0.37932,5,4.61,422,0.005,2.05,0.8,13.11,184.38177874186547,2.0
2022-03-15 09:30:00,423.0 2022-03-18,419.95,3/18/2022,3.27,0.37959,0.02473,0.16434,-0.60288,0.01367,0.37449,13,4.16,423,0.007,3.05,0.8,11.94,187.01923076923075,2.0
2022-03-15 09:30:00,424.0 2022-03-18,419.95,3/18/2022,3.27,0.35285,0.02432,0.16034,-0.58288,0.01354,0.36883,0,3.12,424,0.01,4.05,0.8,11.1,255.76923076923075,2.0
2022-03-15 09:30:00,425.0 2022-03-18,419.95,3/18/2022,3.27,0.32731,0.02381,0.1562,-0.56283,0.01268,0.36379,18,3.29,425,0.012,5.05,0.8,11.1,237.38601823708203,2.0
2022-03-15 09:30:00,426.0 2022-03-18,419.95,3/18/2022,3.27,0.30095,0.02323,0.15088,-0.53732,0.01201,0.35871,3,2.93,426,0.014,6.05,0.8,9.67,230.03412969283272,2.0
2022-03-15 09:30:00,427.0 2022-03-18,419.95,3/18/2022,3.27,0.2764,0.02241,0.14524,-0.512,0.01111,0.3541,5,2.6,427,0.017,7.05,0.8,8.69,234.2307692307692,2.0
2022-03-15 09:30:00,428.0 2022-03-18,419.95,3/18/2022,3.27,0.25298,0.0215,0.13915,-0.48689,0.01005,0.35033,3,2.21,428,0.019,8.05,0.8,8.05,264.2533936651584,2.0
2022-03-15 09:30:00,429.0 2022-03-18,419.95,3/18/2022,3.27,0.22867,0.02065,0.13099,-0.45394,0.00958,0.3453,3,1.88,429,0.022,9.05,0.8,7.14,279.7872340425532,2.0
2022-03-15 09:30:00,430.0 2022-03-18,419.95,3/18/2022,3.27,0.20531,0.01962,0.12393,-0.42247,0.00797,0.34028,8,1.7,430,0.024,10.05,0.8,6.67,292.3529411764706,2.0
2022-03-15 09:30:00,431.0 2022-03-18,419.95,3/18/2022,3.27,0.18401,0.01842,0.11584,-0.3917,0.00759,0.33767,82,1.41,431,0.026,11.05,0.8,5.77,309.21985815602835,2.0
2022-03-15 09:30:00,432.0 2022-03-18,419.95,3/18/2022,3.27,0.16514,0.01728,0.10854,-0.36177,0.00703,0.33481,0,1.03,432,0.029,12.05,0.8,5.27,411.6504854368931,2.0
2022-03-15 09:30:00,433.0 2022-03-18,419.95,3/18/2022,3.27,0.14691,0.01612,0.10045,-0.33058,0.00594,0.33142,1,1.08,433,0.031,13.05,0.8,4.54,320.3703703703703,2.0
2022-03-15 09:30:00,434.0 2022-03-18,419.95,3/18/2022,3.27,0.12904,0.0149,0.09175,-0.29816,0.00531,0.32799,0,0.75,434,0.033,14.05,0.8,3.92,422.66666666666663,2.0
2022-03-15 09:30:00,435.0 2022-03-18,419.95,3/18/2022,3.27,0.11299,0.01361,0.08367,-0.26852,0.00482,0.32477,15,0.76,435,0.036,15.05,0.8,3.35,340.7894736842105,2.0
2022-03-15 10:00:00,418.0 2022-03-18,420.29,3/18/2022,3.25,0.51821,0.0254,0.16941,-0.64017,0.0175,0.4008,334,6.92,418,0.005,-2.29,0.8,16.46,137.8612716763006,2.0
2022-03-15 10:00:00,419.0 2022-03-18,420.29,3/18/2022,3.25,0.49342,0.02555,0.16976,-0.63897,0.01694,0.39462,359,6.34,419,0.003,-1.29,0.8,15.33,141.7981072555205,2.0
2022-03-15 10:00:00,420.0 2022-03-18,420.29,3/18/2022,3.25,0.46697,0.02554,0.17,-0.63614,0.01643,0.38998,1401,5.77,420,0.001,-0.29,0.8,15.0,159.96533795493937,2.0
2022-03-15 10:00:00,421.0 2022-03-18,420.29,3/18/2022,3.25,0.44055,0.0255,0.16917,-0.62796,0.01549,0.38375,635,5.25,421,0.002,0.71,0.8,13.74,161.7142857142857,2.0
2022-03-15 10:00:00,422.0 2022-03-18,420.29,3/18/2022,3.25,0.41442,0.02546,0.16755,-0.61351,0.0149,0.37625,299,4.73,422,0.004,1.71,0.8,13.11,177.16701902748412,2.0
2022-03-15 10:00:00,423.0 2022-03-18,420.29,3/18/2022,3.25,0.38748,0.02511,0.16512,-0.60252,0.0146,0.37184,341,4.25,423,0.006,2.71,0.8,11.94,180.9411764705882,2.0
2022-03-15 10:00:00,424.0 2022-03-18,420.29,3/18/2022,3.25,0.36096,0.02473,0.16131,-0.58461,0.01303,0.36685,496,3.8,424,0.009,3.71,0.8,11.1,192.10526315789474,2.0
2022-03-15 10:00:00,425.0 2022-03-18,420.29,3/18/2022,3.25,0.33419,0.0243,0.15673,-0.56266,0.013,0.36044,1192,3.34,425,0.011,4.71,0.8,11.1,232.3353293413174,2.0
2022-03-15 10:00:00,426.0 2022-03-18,420.29,3/18/2022,3.25,0.30811,0.0237,0.15158,-0.53997,0.01207,0.35621,75,3.0,426,0.014,5.71,0.8,9.67,222.33333333333331,2.0
2022-03-15 10:00:00,427.0 2022-03-18,420.29,3/18/2022,3.25,0.28238,0.0229,0.14607,-0.51471,0.01068,0.35126,93,2.64,427,0.016,6.71,0.8,8.69,229.16666666666666,2.0
2022-03-15 10:00:00,428.0 2022-03-18,420.29,3/18/2022,3.25,0.25737,0.02206,0.13942,-0.48542,0.01027,0.34612,659,2.28,428,0.018,7.71,0.8,8.05,253.07017543859652,2.0
