UNDERLYING_LAST,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE
422.86,3/18/2022,8.1,0.49073,0.02115,0.26213,-0.40024,0.04516,0.2898,1163.0,7.17,423.0,0.0,0.14
422.86,3/18/2022,8.1,0.46898,0.0214,0.26117,-0.39487,0.04405,0.28568,792.0,6.58,424.0,0.003,1.14
422.86,3/18/2022,8.1,0.3554,0.02136,0.24473,-0.34834,0.03463,0.26693,680.0,4.15,429.0,0.015,6.14
422.86,3/18/2022,8.1,0.24177,0.01916,0.20491,-0.27266,0.02385,0.24874,534.0,2.29,434.0,0.026,11.14
422.86,3/18/2022,8.1,0.2637,0.01981,0.21492,-0.28942,0.02535,0.25173,526.0,2.56,433.0,0.024,10.14
422.86,3/18/2022,8.1,0.33214,0.02113,0.23807,-0.33495,0.03193,0.26253,2915.0,3.7,430.0,0.017,7.14
422.86,3/18/2022,8.1,0.30861,0.02078,0.23174,-0.32107,0.02998,0.25916,491.0,3.28,431.0,0.019,8.14
422.86,3/18/2022,8.1,0.28567,0.02033,0.22343,-0.30497,0.0282,0.25562,387.0,2.96,432.0,0.022,9.14
420.77,3/18/2022,8.15,0.4485,0.02057,0.25857,-0.40641,0.04254,0.29585,918.0,6.25,423.0,0.005,2.23
420.77,3/18/2022,8.15,0.42721,0.02061,0.25679,-0.3991,0.03994,0.29208,623.0,5.84,424.0,0.008,3.23
420.77,3/18/2022,8.15,0.40446,0.02064,0.25363,-0.38918,0.03883,0.28756,1587.0,5.25,425.0,0.01,4.23
420.77,3/18/2022,8.15,0.46923,0.02048,0.26077,-0.4126,0.04372,0.299,731.0,6.88,422.0,0.003,1.23
420.77,3/18/2022,8.15,0.51054,0.02016,0.26068,-0.42227,0.04748,0.30659,729.0,8.02,420.0,0.002,-0.77
420.77,3/18/2022,8.15,0.49018,0.02026,0.26086,-0.41778,0.04569,0.30271,350.0,7.37,421.0,0.001,0.23
420.77,3/18/2022,8.15,0.38289,0.02062,0.24981,-0.37907,0.03656,0.28373,320.0,4.8,426.0,0.012,5.23
420.77,3/18/2022,8.15,0.27204,0.01919,0.21814,-0.30853,0.02625,0.26496,451.0,2.88,431.0,0.024,10.23
420.77,3/18/2022,8.15,0.25102,0.01862,0.20901,-0.29146,0.02442,0.26228,332.0,2.49,432.0,0.027,11.23
420.77,3/18/2022,8.15,0.29407,0.0196,0.22635,-0.32498,0.02902,0.26897,2249.0,3.15,430.0,0.022,9.23
420.77,3/18/2022,8.15,0.36039,0.0205,0.24506,-0.36728,0.03444,0.28063,566.0,4.33,427.0,0.015,6.23
420.77,3/18/2022,8.15,0.33923,0.02027,0.24002,-0.35489,0.03252,0.2769,395.0,3.92,428.0,0.017,7.23
420.77,3/18/2022,8.15,0.31691,0.01997,0.23339,-0.34019,0.0302,0.27278,479.0,3.54,429.0,0.02,8.23
420.77,3/18/2022,8.15,0.55034,0.01949,0.25879,-0.42576,0.04961,0.31353,18.0,9.83,418.0,0.007,-2.77
420.77,3/18/2022,8.15,0.53104,0.01977,0.25979,-0.42514,0.04818,0.31057,57.0,8.61,419.0,0.004,-1.77
421.95,3/18/2022,8.12,0.55414,0.01996,0.25856,-0.41653,0.04993,0.30662,146.0,9.04,419.0,0.007,-2.95
421.95,3/18/2022,8.12,0.53443,0.02019,0.26044,-0.41547,0.04899,0.30366,1082.0,8.5,420.0,0.005,-1.95
438.31,3/18/2022,1.06,0.58032,0.08931,0.09025,-0.31317,0.003,0.31997,61461.0,3.2,436.0,0.005,-2.31
438.31,3/18/2022,1.06,0.49918,0.08302,0.096,-0.34132,0.0032,0.31064,58572.0,2.55,437.0,0.003,-1.31
439.38,3/18/2022,1.04,0.58365,0.08809,0.09053,-0.32533,0.00316,0.32387,61038.0,3.24,437.0,0.005,-2.38
438.31,3/18/2022,1.06,0.02036,0.00681,0.01444,-0.04507,0.00027,0.26123,2862.0,0.06,449.0,0.024,10.69
438.31,3/18/2022,1.06,0.01614,0.00549,0.012,-0.03824,0.00022,0.26651,10989.0,0.05,450.0,0.027,11.69
438.31,3/18/2022,1.06,0.02751,0.00894,0.01797,-0.05812,7e-05,0.25963,4337.0,0.08,448.0,0.022,9.69
438.31,3/18/2022,1.06,0.222,0.04973,0.07896,-0.29357,0.002,0.28081,21523.0,0.88,441.0,0.006,2.69
438.31,3/18/2022,1.06,0.17137,0.04122,0.06959,-0.25272,0.00205,0.27461,20910.0,0.63,442.0,0.008,3.69
438.31,3/18/2022,1.06,0.28184,0.05824,0.08806,-0.32952,0.00331,0.28875,108889.0,1.19,440.0,0.004,1.69
438.31,3/18/2022,1.06,0.42127,0.07511,0.0969,-0.35541,0.00344,0.30422,58953.0,2.01,438.0,0.001,-0.31
438.31,3/18/2022,1.06,0.34835,0.06708,0.0938,-0.34818,0.00294,0.29567,39535.0,1.56,439.0,0.002,0.69
438.31,3/18/2022,1.06,0.04769,0.01497,0.02855,-0.09115,0.00083,0.25457,5987.0,0.13,446.0,0.018,7.69
438.31,3/18/2022,1.06,0.03708,0.01181,0.02355,-0.07633,0.00106,0.25929,8352.0,0.11,447.0,0.02,8.69
438.31,3/18/2022,1.06,0.06516,0.01979,0.03594,-0.12022,0.00099,0.25567,24632.0,0.19,445.0,0.015,6.69
438.31,3/18/2022,1.06,0.12817,0.03321,0.05753,-0.20659,0.00175,0.26814,21266.0,0.43,443.0,0.011,4.69
438.31,3/18/2022,1.06,0.0924,0.02607,0.04681,-0.16124,0.00156,0.26136,11339.0,0.3,444.0,0.013,5.69
439.45,3/18/2022,1.08,0.5026,0.07684,0.09726,-0.37067,0.00363,0.32573,55373.0,2.75,438.0,0.003,-1.45
439.45,3/18/2022,1.08,0.43016,0.07091,0.09828,-0.38074,0.00355,0.31705,35043.0,2.19,439.0,0.001,-0.45
439.45,3/18/2022,1.08,0.57793,0.08217,0.09191,-0.3414,0.00392,0.33438,57439.0,3.37,437.0,0.006,-2.45
439.45,3/18/2022,1.08,0.36139,0.06417,0.0964,-0.37563,0.0031,0.30845,94114.0,1.72,440.0,0.001,0.55
439.45,3/18/2022,1.08,0.02186,0.00676,0.01574,-0.05329,0.00034,0.27857,1435.0,0.07,451.0,0.026,11.55
439.45,3/18/2022,1.08,0.14668,0.0345,0.06362,-0.24401,0.00152,0.28206,9889.0,0.54,444.0,0.01,4.55
439.45,3/18/2022,1.08,0.11169,0.02794,0.05364,-0.20207,0.00184,0.27829,20434.0,0.39,445.0,0.013,5.55
439.45,3/18/2022,1.08,0.18989,0.0416,0.07423,-0.2871,0.00252,0.28793,19098.0,0.74,443.0,0.008,3.55
439.45,3/18/2022,1.08,0.29728,0.05689,0.09168,-0.35901,0.00336,0.30172,18013.0,1.33,441.0,0.004,1.55
439.45,3/18/2022,1.08,0.23954,0.0492,0.08345,-0.3262,0.00251,0.29455,17693.0,1.0,442.0,0.006,2.55
439.45,3/18/2022,1.08,0.03723,0.01091,0.02425,-0.08476,0.00102,0.27499,2545.0,0.12,449.0,0.022,9.55
439.45,3/18/2022,1.08,0.02879,0.00855,0.01906,-0.06686,0.00063,0.27566,8421.0,0.08,450.0,0.024,10.55
439.45,3/18/2022,1.08,0.04659,0.01356,0.02884,-0.10025,0.0004,0.27081,3895.0,0.16,448.0,0.019,8.55
439.45,3/18/2022,1.08,0.08455,0.02225,0.04402,-0.16348,0.00089,0.27495,4559.0,0.29,446.0,0.015,6.55
439.45,3/18/2022,1.08,0.06317,0.01756,0.0364,-0.13018,0.00123,0.27297,6738.0,0.21,447.0,0.017,7.55
439.09,3/18/2022,1.02,0.01703,0.00607,0.01226,-0.03849,8e-05,0.25793,11938.0,0.05,450.0,0.025,10.91
439.09,3/18/2022,1.02,0.01316,0.00474,0.01046,-0.03122,0.00065,0.26199,4139.0,0.04,451.0,0.027,11.91
439.09,3/18/2022,1.02,0.02413,0.00819,0.01637,-0.05238,0.00019,0.258,3058.0,0.07,449.0,0.023,9.91
439.09,3/18/2022,1.02,0.04464,0.01418,0.02671,-0.08941,0.00016,0.25521,8878.0,0.12,447.0,0.018,7.91
439.09,3/18/2022,1.02,0.03183,0.01051,0.01998,-0.06518,0.00093,0.25353,4876.0,0.09,448.0,0.02,8.91
439.09,3/18/2022,1.02,0.0621,0.01886,0.03437,-0.12047,0.00091,0.25836,6818.0,0.18,446.0,0.016,6.91
439.09,3/18/2022,1.02,0.40448,0.07374,0.09561,-0.36981,0.00325,0.30196,56954.0,1.9,439.0,0.0,-0.09
439.09,3/18/2022,1.02,0.33396,0.06506,0.09297,-0.36288,0.00302,0.295,146484.0,1.47,440.0,0.002,0.91
439.09,3/18/2022,1.02,0.48215,0.08206,0.09584,-0.3576,0.00291,0.30872,66618.0,2.4,438.0,0.002,-1.09
439.09,3/18/2022,1.02,0.11903,0.03166,0.05507,-0.20265,0.0017,0.26669,15722.0,0.4,444.0,0.011,4.91
439.09,3/18/2022,1.02,0.0871,0.02479,0.04411,-0.16023,0.00102,0.26248,30740.0,0.27,445.0,0.013,5.91
439.09,3/18/2022,1.02,0.16063,0.03953,0.0659,-0.25288,0.00177,0.27378,25422.0,0.57,443.0,0.009,3.91
439.09,3/18/2022,1.02,0.26903,0.05639,0.08628,-0.33829,0.00268,0.28804,30907.0,1.11,441.0,0.004,1.91
439.09,3/18/2022,1.02,0.21082,0.04785,0.07707,-0.29818,0.00221,0.27995,28563.0,0.81,442.0,0.007,2.91
439.09,3/18/2022,1.02,0.57096,0.09458,0.08944,-0.30373,0.00362,0.30805,62244.0,2.95,437.0,0.005,-2.09
439.38,3/18/2022,1.04,0.01629,0.00562,0.01182,-0.0385,0.00019,0.26675,3955.0,0.04,451.0,0.026,11.62
439.38,3/18/2022,1.04,0.02712,0.00901,0.01819,-0.05862,0.00081,0.25836,2956.0,0.07,449.0,0.022,9.62
439.38,3/18/2022,1.04,0.02063,0.00692,0.01455,-0.0459,0.00067,0.26025,11322.0,0.06,450.0,0.024,10.62
439.38,3/18/2022,1.04,0.03688,0.0119,0.02337,-0.07706,0.0006,0.25795,4532.0,0.1,448.0,0.02,8.62
439.38,3/18/2022,1.04,0.28846,0.05835,0.08942,-0.34714,0.0033,0.29208,25675.0,1.24,441.0,0.004,1.62
439.38,3/18/2022,1.04,0.22923,0.04994,0.08042,-0.31338,0.00255,0.28589,24031.0,0.92,442.0,0.006,2.62
439.38,3/18/2022,1.04,0.35426,0.06669,0.09442,-0.36537,0.00353,0.29978,125009.0,1.61,440.0,0.001,0.62
439.38,3/18/2022,1.04,0.50455,0.08299,0.09499,-0.34966,0.00346,0.31248,61509.0,2.59,438.0,0.003,-1.38
439.38,3/18/2022,1.04,0.42652,0.07495,0.09691,-0.367,0.00379,0.3064,48304.0,2.08,439.0,0.001,-0.38
439.38,3/18/2022,1.04,0.06846,0.02029,0.03742,-0.12748,0.00063,0.25803,6339.0,0.2,446.0,0.015,6.62
439.38,3/18/2022,1.04,0.05062,0.01559,0.02963,-0.09936,0.00105,0.25697,8505.0,0.15,447.0,0.017,7.62
439.38,3/18/2022,1.04,0.09526,0.02661,0.04726,-0.16785,0.00125,0.26224,27273.0,0.31,445.0,0.013,5.62
439.38,3/18/2022,1.04,0.17689,0.04177,0.07069,-0.26725,0.00205,0.27697,23345.0,0.65,443.0,0.008,3.62
439.38,3/18/2022,1.04,0.1319,0.03389,0.05939,-0.21758,0.00171,0.2698,13518.0,0.49,444.0,0.011,4.62
437.54,3/18/2022,1.15,0.50813,0.0767,0.09782,-0.35055,0.00388,0.32805,54430.0,2.78,436.0,0.004,-1.54
437.54,3/18/2022,1.15,0.43678,0.0716,0.09914,-0.35598,0.00406,0.31674,43628.0,2.24,437.0,0.001,-0.54
437.54,3/18/2022,1.15,0.19463,0.04215,0.07658,-0.27719,0.00265,0.28957,11098.0,0.77,441.0,0.008,3.46
437.54,3/18/2022,1.15,0.15195,0.03501,0.06584,-0.23757,0.0022,0.28404,8397.0,0.57,442.0,0.01,4.46
437.54,3/18/2022,1.15,0.24462,0.04972,0.08515,-0.31043,0.00308,0.29453,54577.0,1.05,440.0,0.006,2.46
437.54,3/18/2022,1.15,0.3674,0.0649,0.09709,-0.35186,0.00387,0.30878,26670.0,1.77,438.0,0.001,0.46
437.54,3/18/2022,1.15,0.30284,0.05724,0.09255,-0.33881,0.00351,0.30237,17017.0,1.39,439.0,0.003,1.46
437.54,3/18/2022,1.15,0.11541,0.02848,0.05558,-0.19803,0.00188,0.27876,4572.0,0.41,443.0,0.012,5.46
437.54,3/18/2022,1.15,0.03784,0.01099,0.02469,-0.08073,0.0011,0.27299,4144.0,0.11,447.0,0.022,9.46
437.54,3/18/2022,1.15,0.02857,0.0085,0.01987,-0.06404,0.00039,0.2736,2430.0,0.08,448.0,0.024,10.46
437.54,3/18/2022,1.15,0.0494,0.01405,0.03037,-0.10193,0.00126,0.27224,2234.0,0.15,446.0,0.019,8.46
437.54,3/18/2022,1.15,0.08752,0.02278,0.04555,-0.1614,0.00086,0.2759,5711.0,0.3,444.0,0.015,6.46
437.54,3/18/2022,1.15,0.06583,0.01789,0.037,-0.12832,0.00128,0.27347,6118.0,0.21,445.0,0.017,7.46
437.54,3/18/2022,1.15,0.022,0.00672,0.01533,-0.0514,-1e-05,0.27614,1022.0,0.07,449.0,0.026,11.46
436.2,3/18/2022,1.17,0.34421,0.06226,0.09592,-0.34245,0.00372,0.30618,31566.0,1.63,437.0,0.002,0.8
436.2,3/18/2022,1.17,0.28311,0.05466,0.09035,-0.32408,0.00337,0.29964,18335.0,1.25,438.0,0.004,1.8
436.2,3/18/2022,1.17,0.48429,0.07542,0.09843,-0.3454,0.0032,0.32413,45511.0,2.67,435.0,0.003,-1.2
436.2,3/18/2022,1.17,0.10576,0.02642,0.05204,-0.18299,0.00154,0.278,6982.0,0.38,442.0,0.013,5.8
436.2,3/18/2022,1.17,0.07874,0.02096,0.04291,-0.14529,0.0011,0.27395,3923.0,0.27,443.0,0.016,6.8
436.2,3/18/2022,1.17,0.13813,0.03269,0.06195,-0.21979,0.00142,0.2817,8861.0,0.51,441.0,0.011,4.8
436.2,3/18/2022,1.17,0.22672,0.04705,0.08271,-0.29374,0.00283,0.29292,12159.0,0.94,439.0,0.006,2.8
436.2,3/18/2022,1.17,0.17852,0.03961,0.07228,-0.25815,0.00199,0.28687,42994.0,0.71,440.0,0.009,3.8
436.2,3/18/2022,1.17,0.06012,0.01655,0.03458,-0.11822,0.00044,0.2734,3425.0,0.19,444.0,0.018,7.8
437.54,3/18/2022,1.15,0.58138,0.08095,0.09301,-0.32798,0.00312,0.33789,50027.0,3.44,435.0,0.006,-2.54
436.2,3/18/2022,1.17,0.01856,0.00595,0.0137,-0.04336,0.00072,0.2735,1852.0,0.06,448.0,0.027,11.8
436.2,3/18/2022,1.17,0.02489,0.00777,0.01759,-0.0567,0.00091,0.27268,3936.0,0.08,447.0,0.025,10.8
436.2,3/18/2022,1.17,0.04402,0.01271,0.02768,-0.08978,0.00074,0.27065,5619.0,0.14,445.0,0.02,8.8
436.2,3/18/2022,1.17,0.03427,0.01014,0.02309,-0.07474,0.00063,0.27383,2053.0,0.1,446.0,0.022,9.8
437.74,3/18/2022,1.12,0.60273,0.08556,0.08988,-0.30797,0.00368,0.33372,51965.0,3.55,435.0,0.006,-2.74
438.7,3/18/2022,1.1,0.02306,0.00772,0.01664,-0.05098,9e-05,0.26114,1689.0,0.06,449.0,0.023,10.3
438.7,3/18/2022,1.1,0.01714,0.00574,0.01239,-0.03723,0.00015,0.26013,6288.0,0.05,450.0,0.026,11.3
438.7,3/18/2022,1.1,0.03306,0.01033,0.0216,-0.06965,0.0005,0.26244,3018.0,0.1,448.0,0.021,9.3
438.7,3/18/2022,1.1,0.05835,0.0173,0.03317,-0.1099,0.00091,0.26036,3157.0,0.18,446.0,0.017,7.3
438.7,3/18/2022,1.1,0.04233,0.01322,0.02703,-0.08501,0.00093,0.25939,5049.0,0.13,447.0,0.019,8.3
438.7,3/18/2022,1.1,0.07804,0.02234,0.04191,-0.1384,0.0014,0.26087,14473.0,0.25,445.0,0.014,6.3
438.7,3/18/2022,1.1,0.44976,0.07812,0.09745,-0.33647,0.00333,0.30614,47854.0,2.2,438.0,0.002,-0.7
438.7,3/18/2022,1.1,0.37518,0.07028,0.09666,-0.33567,0.00364,0.29716,25649.0,1.72,439.0,0.001,0.3
438.7,3/18/2022,1.1,0.52776,0.08415,0.09568,-0.32438,0.00334,0.31607,53843.0,2.78,437.0,0.004,-1.7
438.7,3/18/2022,1.1,0.60651,0.08869,0.08846,-0.29798,0.00307,0.32749,59413.0,3.44,436.0,0.006,-2.7
438.7,3/18/2022,1.1,0.14428,0.03612,0.06338,-0.21658,0.00183,0.27004,10602.0,0.51,443.0,0.01,4.3
438.7,3/18/2022,1.1,0.10682,0.02879,0.05178,-0.17576,0.00117,0.2656,7365.0,0.35,444.0,0.012,5.3
438.7,3/18/2022,1.1,0.19065,0.04429,0.0738,-0.25949,0.00233,0.2766,13647.0,0.7,442.0,0.008,3.3
438.7,3/18/2022,1.1,0.30519,0.06184,0.09188,-0.3201,0.00327,0.28959,73539.0,1.3,440.0,0.003,1.3
438.7,3/18/2022,1.1,0.24391,0.0531,0.08323,-0.29384,0.00253,0.28245,14418.0,0.98,441.0,0.005,2.3
437.74,3/18/2022,1.12,0.01931,0.0064,0.01389,-0.0438,-0.00015,0.2672,1175.0,0.06,449.0,0.026,11.26
437.74,3/18/2022,1.12,0.03513,0.01089,0.02306,-0.07549,0.00043,0.26576,4490.0,0.11,447.0,0.021,9.26
437.74,3/18/2022,1.12,0.02638,0.00824,0.01811,-0.05759,0.00029,0.26562,2595.0,0.1,448.0,0.023,10.26
437.74,3/18/2022,1.12,0.04487,0.01372,0.02772,-0.0902,0.00036,0.26187,2571.0,0.14,446.0,0.019,8.26
437.74,3/18/2022,1.12,0.31083,0.06095,0.09264,-0.32585,0.00349,0.29488,19713.0,1.36,439.0,0.003,1.26
437.74,3/18/2022,1.12,0.25021,0.05248,0.08551,-0.30254,0.0025,0.28891,62925.0,1.03,440.0,0.005,2.26
437.74,3/18/2022,1.12,0.37885,0.06913,0.09742,-0.33991,0.00358,0.30201,36083.0,1.79,438.0,0.001,0.26
437.74,3/18/2022,1.12,0.52794,0.08168,0.09577,-0.33101,0.00393,0.32135,57319.0,2.86,436.0,0.004,-1.74
437.74,3/18/2022,1.12,0.452,0.07542,0.09872,-0.34643,0.00356,0.31345,48505.0,2.28,437.0,0.002,-0.74
437.74,3/18/2022,1.12,0.08413,0.02307,0.04461,-0.15021,0.00113,0.26701,6253.0,0.27,444.0,0.014,6.26
437.74,3/18/2022,1.12,0.06242,0.01801,0.03564,-0.11836,0.00141,0.26475,11552.0,0.2,445.0,0.017,7.26
437.74,3/18/2022,1.12,0.11247,0.02924,0.05452,-0.18529,0.00107,0.26975,8465.0,0.39,443.0,0.012,5.26
437.74,3/18/2022,1.12,0.19658,0.04432,0.07599,-0.26666,0.00216,0.28167,12672.0,0.78,441.0,0.007,3.26
437.74,3/18/2022,1.12,0.15072,0.03646,0.06471,-0.22805,0.00224,0.27565,11281.0,0.54,442.0,0.01,4.26
439.69,3/18/2022,0.19,0.75952,0.08079,0.06867,-0.55001,0.00801,0.17434,4039.0,3.07,437.0,0.006,-2.69
439.5,3/18/2022,0.21,0.00352,0.00263,0.00278,-0.00539,0.00045,0.19046,741.0,0.01,451.0,0.026,11.5
439.5,3/18/2022,0.21,0.01043,0.00691,0.00601,-0.01496,0.00049,0.18258,737.0,0.01,449.0,0.022,9.5
439.5,3/18/2022,0.21,0.00948,0.0059,0.00611,-0.01446,0.00028,0.19915,3106.0,0.02,450.0,0.024,10.5
439.69,3/18/2022,0.19,0.4648,0.11981,0.08746,-1.17502,0.00559,0.1506,71134.0,1.18,440.0,0.001,0.31
439.69,3/18/2022,0.19,0.34071,0.11609,0.081,-0.71546,0.00343,0.14399,36556.0,0.71,441.0,0.003,1.31
439.69,3/18/2022,0.19,0.58079,0.11319,0.08621,-1.05987,0.00651,0.15622,30265.0,1.78,439.0,0.002,-0.69
439.69,3/18/2022,0.19,0.67947,0.09758,0.07917,-0.77022,0.00703,0.16664,13923.0,2.45,438.0,0.004,-1.69
439.69,3/18/2022,0.19,0.04966,0.03196,0.02221,-0.06502,0.00073,0.14504,22011.0,0.07,445.0,0.012,5.31
439.69,3/18/2022,0.19,0.02815,0.01961,0.01381,-0.03473,-3e-05,0.14897,6469.0,0.04,446.0,0.014,6.31
439.69,3/18/2022,0.19,0.08717,0.05032,0.03434,-0.12458,0.00079,0.14219,13187.0,0.13,444.0,0.01,4.31
439.69,3/18/2022,0.19,0.23018,0.09785,0.06662,-0.41546,0.00299,0.14083,28428.0,0.41,442.0,0.005,2.31
439.69,3/18/2022,0.19,0.14345,0.07341,0.0494,-0.22499,0.00184,0.13964,26796.0,0.22,443.0,0.008,3.31
439.5,3/18/2022,0.21,0.75267,0.08512,0.0702,-0.55035,0.0081,0.16647,3627.0,3.06,437.0,0.006,-2.5
439.74,3/18/2022,0.23,0.00341,0.00277,0.00249,-0.00511,0.00049,0.18484,392.0,0.01,451.0,0.026,11.26
439.5,3/18/2022,0.21,0.22303,0.09212,0.06634,-0.41513,0.00202,0.14544,22184.0,0.41,442.0,0.006,2.5
439.5,3/18/2022,0.21,0.14195,0.06954,0.05062,-0.23498,0.00128,0.14511,15529.0,0.23,443.0,0.008,3.5
439.5,3/18/2022,0.21,0.32719,0.10989,0.08054,-0.69988,0.00332,0.14773,25443.0,0.69,441.0,0.003,1.5
439.5,3/18/2022,0.21,0.55973,0.11199,0.08796,-1.16503,0.00591,0.15847,27104.0,1.66,439.0,0.001,-0.5
439.5,3/18/2022,0.21,0.44485,0.11597,0.08839,-1.12994,0.00452,0.15336,55859.0,1.12,440.0,0.001,0.5
439.5,3/18/2022,0.21,0.01944,0.01311,0.01047,-0.02572,0.0004,0.1611,2459.0,0.02,447.0,0.017,7.5
439.5,3/18/2022,0.21,0.01183,0.00826,0.00652,-0.01516,0.00061,0.16584,1455.0,0.02,448.0,0.019,8.5
439.5,3/18/2022,0.21,0.02763,0.01889,0.01372,-0.03492,9e-05,0.14984,5657.0,0.04,446.0,0.015,6.5
439.5,3/18/2022,0.21,0.08427,0.04785,0.03417,-0.12547,0.00144,0.1452,10951.0,0.12,444.0,0.01,4.5
439.5,3/18/2022,0.21,0.05323,0.0322,0.02432,-0.07551,0.00072,0.15137,18677.0,0.07,445.0,0.013,5.5
439.5,3/18/2022,0.21,0.66385,0.10093,0.08153,-0.81068,0.00715,0.1628,12786.0,2.26,438.0,0.003,-1.5
439.69,3/18/2022,0.19,0.01934,0.01363,0.01058,-0.02487,0.00036,0.15891,3128.0,0.05,447.0,0.017,7.31
439.94,3/18/2022,0.17,0.01063,0.00741,0.00682,-0.01461,0.00053,0.17934,799.0,0.01,449.0,0.021,9.06
439.94,3/18/2022,0.17,0.00396,0.00333,0.00231,-0.00538,0.00027,0.1733,3905.0,0.01,450.0,0.023,10.06
439.94,3/18/2022,0.17,0.01207,0.00891,0.00703,-0.01472,-0.00034,0.16268,2081.0,0.02,448.0,0.018,8.06
439.94,3/18/2022,0.17,0.03464,0.02325,0.01679,-0.04528,0.0003,0.15091,7242.0,0.05,446.0,0.014,6.06
439.94,3/18/2022,0.17,0.01988,0.01437,0.01045,-0.02528,-6e-05,0.15584,3556.0,0.02,447.0,0.016,7.06
439.94,3/18/2022,0.17,0.00414,0.00289,0.00282,-0.00467,0.00014,0.18857,846.0,0.01,451.0,0.025,11.06
440.97,3/18/2022,0.15,0.80763,0.07935,0.05892,-0.37039,0.00823,0.15932,17016.0,3.36,438.0,0.007,-2.97
440.97,3/18/2022,0.15,0.72838,0.10134,0.0714,-0.54975,0.00783,0.15162,37519.0,2.53,439.0,0.004,-1.97
440.97,3/18/2022,0.15,0.23565,0.11012,0.06614,-0.3846,0.0025,0.1295,32737.0,0.39,443.0,0.005,2.03
440.97,3/18/2022,0.15,0.14247,0.08007,0.04866,-0.20477,0.00168,0.13054,17248.0,0.21,444.0,0.007,3.03
440.97,3/18/2022,0.15,0.36075,0.13164,0.08033,-0.69542,0.00355,0.13187,42754.0,0.7,442.0,0.002,1.03
440.97,3/18/2022,0.15,0.62525,0.12303,0.08164,-0.80507,0.00618,0.14239,101169.0,1.79,440.0,0.002,-0.97
440.97,3/18/2022,0.15,0.49796,0.13449,0.08652,-1.17037,0.00518,0.13767,66366.0,1.18,441.0,0.0,0.03
439.69,3/18/2022,0.19,0.0039,0.00274,0.00238,-0.00502,0.00027,0.18977,840.0,0.01,451.0,0.026,11.31
439.94,3/18/2022,0.17,0.79839,0.07902,0.06172,-0.4046,0.00823,0.16334,4339.0,3.44,437.0,0.007,-2.94
439.69,3/18/2022,0.19,0.00947,0.0061,0.00539,-0.01433,0.00016,0.1988,3443.0,0.01,450.0,0.023,10.31
439.69,3/18/2022,0.19,0.01159,0.00851,0.00642,-0.0145,0.00025,0.16459,1803.0,0.03,448.0,0.019,8.31
439.69,3/18/2022,0.19,0.01061,0.00714,0.00654,-0.01485,4e-05,0.18115,745.0,0.02,449.0,0.021,9.31
439.94,3/18/2022,0.17,0.6175,0.11853,0.08332,-0.86504,0.00706,0.14751,33313.0,1.81,439.0,0.002,-0.94
439.94,3/18/2022,0.17,0.49562,0.12854,0.08697,-1.21501,0.00529,0.14254,86917.0,1.22,440.0,0.0,0.06
439.94,3/18/2022,0.17,0.71909,0.09941,0.07301,-0.59503,0.00799,0.15562,14864.0,2.55,438.0,0.004,-1.94
439.94,3/18/2022,0.17,0.09496,0.05506,0.03688,-0.13593,0.00136,0.14031,15396.0,0.14,444.0,0.009,4.06
439.94,3/18/2022,0.17,0.05576,0.03589,0.02488,-0.0749,0.00085,0.14443,23644.0,0.08,445.0,0.011,5.06
439.94,3/18/2022,0.17,0.15613,0.07994,0.05229,-0.24488,0.00218,0.13724,30162.0,0.25,443.0,0.007,3.06
439.94,3/18/2022,0.17,0.36629,0.12443,0.08228,-0.7552,0.00425,0.13904,50659.0,0.77,441.0,0.002,1.06
439.94,3/18/2022,0.17,0.24948,0.10565,0.06954,-0.44464,0.0029,0.13783,35329.0,0.44,442.0,0.005,2.06
438.0,3/18/2022,0.27,0.41639,0.08513,0.08945,-1.37475,0.00525,0.19987,8.0,1.41,439.0,0.002,1.0
438.0,3/18/2022,0.27,0.33106,0.08056,0.08289,-0.97528,0.00396,0.19603,82.0,1.01,440.0,0.005,2.0
438.0,3/18/2022,0.27,0.5025,0.08446,0.0912,-1.8851,0.00572,0.20563,12.0,1.95,438.0,0.0,0.0
438.0,3/18/2022,0.27,0.67944,0.08196,0.08199,-0.91988,0.00818,0.19094,3.0,2.6,436.0,0.005,-2.0
438.0,3/18/2022,0.27,0.58392,0.07985,0.08907,-1.49049,0.00726,0.21372,6.0,2.49,437.0,0.002,-1.0
438.0,3/18/2022,0.27,0.08925,0.03652,0.03639,-0.18036,0.00075,0.19206,125.0,0.18,444.0,0.014,6.0
438.0,3/18/2022,0.27,0.06071,0.0268,0.02697,-0.11531,0.00059,0.19421,18.0,0.12,445.0,0.016,7.0
438.0,3/18/2022,0.27,0.12887,0.04805,0.04817,-0.27986,0.00134,0.19037,9.0,0.31,443.0,0.011,5.0
438.0,3/18/2022,0.27,0.25221,0.07197,0.07339,-0.66476,0.00256,0.19337,9.0,0.7,441.0,0.007,3.0
438.0,3/18/2022,0.27,0.18173,0.06058,0.0604,-0.43022,0.00213,0.19056,26.0,0.46,442.0,0.009,4.0
438.0,3/18/2022,0.27,0.04137,0.01933,0.02058,-0.07548,0.00091,0.19801,14.0,0.1,446.0,0.018,8.0
